TimeStamp,ID,Rating,Latitude,Longitude
2023-10-31 00:02:02,79c46785a091,87.0,19.9952866745,73.7833571364
2023-10-31 06:07:01,d698d0d3f3b3,92.0,19.9946960669,73.7891854435
2023-10-31 13:03:00,17cb6de0457b,23.0,19.9936619665,73.7826737064
2023-10-31 01:07:06,b0b5f59beee0,41.0,19.9908027119,73.7810854227
2023-10-31 00:04:58,1e822a6ad0d5,43.0,19.9943429397,73.7851120801
2023-10-31 06:06:02,1ca07c77ce47,29.0,19.9975155417,73.7809558757
2023-10-31 11:10:06,4d0953aa4760,54.0,19.9981918019,73.787301663
2023-10-31 02:03:04,e1703fa2e0f0,23.0,19.9934740162,73.789640431
2023-10-31 07:08:59,78d11a1e9936,72.0,19.999698028,73.7833451966
2023-10-31 09:05:02,31cf98edfe3c,75.0,19.9976080057,73.7894662835
2023-10-31 11:06:03,570d58007795,97.0,19.9959161596,73.7877544599
2023-10-30 23:02:04,7a80063a864c,83.0,19.9949331275,73.7822251349
2023-10-31 03:10:00,98a3ac160458,55.0,19.9991558767,73.783140852
2023-10-31 14:05:00,6644ae61fdb8,84.0,19.9991815272,73.7823851544
2023-10-31 02:03:01,3ffefc39011a,53.0,19.9984827905,73.7873332104
2023-10-31 03:10:57,497daa1bff6d,100.0,19.9906490656,73.7826228489
2023-10-31 09:06:02,9a8c178bf635,4.0,19.9978208604,73.7845609937
2023-10-31 08:02:00,ec9d6aad60ae,49.0,19.9993588909,73.7859589925
2023-10-31 02:06:03,2a41a2f35f8e,40.0,19.9930401365,73.781368294
2023-10-31 13:05:04,2751bf5ce167,56.0,19.9956459693,73.7870439771
2023-10-31 13:10:00,006c6ad0f287,44.0,19.9919513635,73.7885228683
2023-10-31 11:09:02,de97b7905b1d,37.0,19.9935495346,73.7846952621
2023-10-31 11:05:58,4b1fbd3cd103,26.0,19.9993812444,73.7885149464
2023-10-31 02:07:58,e07fb0b15cf9,98.0,19.9963666242,73.7866958604
2023-10-31 02:02:57,4d75d6e402d0,93.0,19.994671276,73.7845755597
2023-10-30 23:01:58,b4259fe823b5,11.0,19.9908680958,73.7885049465
2023-10-31 13:02:03,22c4015d7f2c,82.0,19.9965571396,73.7819670807
2023-10-31 04:07:05,820df81704f9,90.0,19.9953138334,73.7801212971
2023-10-31 06:04:02,304871b1bd60,95.0,19.9950285224,73.7824378745
2023-10-31 14:02:59,f15fbd270bf7,56.0,19.9962383755,73.7802602379
2023-10-31 08:02:59,f1226decce49,75.0,19.9949681561,73.7810756376
2023-10-31 10:02:58,2749c8abc400,28.0,19.9987975442,73.784087881
2023-10-31 02:08:59,2de49edf0b1c,47.0,19.992013315,73.7828039002
2023-10-31 06:06:04,9a4a08c8f923,63.0,19.9923236206,73.7840556886
2023-10-31 09:02:01,c95839261dca,100.0,19.9982356971,73.7855982785
2023-10-31 03:07:58,a85221028c63,87.0,19.9949823879,73.780279734
2023-10-31 06:10:59,cfa1ecfc4b7f,34.0,19.9950228204,73.7888918553
2023-10-31 01:11:00,6bb6533c36a6,5.0,19.9920160236,73.7837319583
2023-10-31 08:10:06,9f1f72a79624,68.0,19.9937003692,73.7829837579
2023-10-31 10:02:03,88fdaa343e6c,61.0,19.9963658235,73.7890361244
2023-10-31 05:04:04,7dd4f3a38eae,97.0,19.9901336905,73.780104201
2023-10-31 09:02:02,0eb08de06413,55.0,19.9944824285,73.7823086689
2023-10-31 10:04:59,ae41226f21f0,39.0,19.9974703541,73.7855885466
2023-10-31 06:03:03,28b589ddbc84,35.0,19.9948451253,73.7805666
2023-10-31 07:09:05,146db7b5f322,57.0,19.9928148248,73.7876321752
2023-10-31 13:04:04,7c3fc46d3803,46.0,19.9951813737,73.787724056
2023-10-31 05:03:57,a8550327d008,8.0,19.9981238006,73.7893714979
2023-10-30 23:08:00,b1cc869992f5,78.0,19.9975031512,73.7860989055
2023-10-31 14:08:00,824b22097863,62.0,19.9951689453,73.7808131011
2023-10-31 14:03:05,57056713eedd,70.0,19.9998105049,73.7883703277
2023-10-31 12:10:05,8306a0c12a8a,50.0,19.998424899,73.7877858051
2023-10-31 02:04:02,b9b32f925a06,40.0,19.9902325953,73.7829213526
2023-10-31 06:09:02,d7cfcc919524,71.0,19.9995031352,73.7878596965
2023-10-30 23:04:59,ec50d8f5254f,42.0,19.99239085,73.7837639319
2023-10-31 14:01:58,5bcfa6cc5260,56.0,19.9966259521,73.7864246756
2023-10-31 02:04:58,3250e26a230a,64.0,19.9928972256,73.78821757
2023-10-31 01:10:58,5dfad7dab36b,63.0,19.9936953279,73.7882830605
2023-10-31 03:03:57,2f83de99ddf1,89.0,19.9939843872,73.7810357599
2023-10-31 13:08:00,ac55251a5344,49.0,19.9914437624,73.7851802699
2023-10-31 04:09:58,a128e1126cc5,52.0,19.9915860058,73.7803176285
2023-10-31 07:04:06,ff452262bc7c,31.0,19.9927392987,73.7872575844
2023-10-31 11:01:58,318fa6a5b483,16.0,19.9901155317,73.7879294115
2023-10-31 14:10:57,b4e83d0c71e4,68.0,19.9944878602,73.7838765756
2023-10-31 12:03:06,fc8809ce805b,69.0,19.9901300341,73.7852953458
2023-10-31 04:11:04,434654cd88de,67.0,19.999750412,73.7836999332
2023-10-31 08:03:00,bcc52bb2908f,32.0,19.9974236812,73.7815194223
2023-10-31 08:06:57,fc409361b7cd,49.0,19.9989743792,73.7892322687
2023-10-31 08:09:05,0e238d4896bd,0.0,19.9954188946,73.7845454868
2023-10-31 04:09:02,d4caba585cd1,76.0,19.9905702066,73.7854223551
2023-10-31 06:02:01,739d0c548a91,27.0,19.9972800308,73.7893654618
2023-10-31 06:04:01,76d9cdb96aed,48.0,19.9939375115,73.7899887926
2023-10-31 05:06:05,63349c3ea3c5,69.0,19.9973470647,73.7864864226
2023-10-31 09:02:57,17e0e4e7e2f9,10.0,19.9971100526,73.7859958515
2023-10-31 11:11:03,64497e354b84,44.0,19.9967492111,73.7814101402
2023-10-30 23:08:04,ac7e666c7a7a,39.0,19.9923067256,73.7857902473
2023-10-31 14:05:58,95c0dbadd83b,83.0,19.9942089497,73.7820603137
2023-10-31 05:11:01,44b906c95e21,12.0,19.9987414271,73.780396015
2023-10-31 12:03:00,6dcaef3ecf26,3.0,19.998224484,73.7811052871
2023-10-31 14:05:58,10075ccc6744,33.0,19.9993754812,73.7818694401
2023-10-31 04:05:04,d83d5e888ea7,0.0,19.996082452,73.7898758918
2023-10-31 07:06:57,bd8518fb1b1d,27.0,19.9912552733,73.7814197571
2023-10-31 11:08:04,596f9a06783f,6.0,19.9930880351,73.782749997
2023-10-31 10:10:06,178fc220ea58,4.0,19.9988290758,73.7817844631
2023-10-31 04:09:01,f67bef7fde8e,57.0,19.9948860778,73.78362543
2023-10-31 11:02:02,d4970b184b1a,48.0,19.9949648684,73.7811011228
2023-10-31 01:04:57,546f5735f989,4.0,19.9959950641,73.7859217398
2023-10-31 08:10:02,14e68f7eb9c1,48.0,19.9941158124,73.7882277289
2023-10-31 07:07:03,e6d5fa308214,44.0,19.9902317071,73.7832114286
2023-10-31 10:09:05,8afd95af246f,68.0,19.9999927216,73.7833084241
2023-10-31 13:03:02,a540eecb8f70,72.0,19.9910283118,73.7818496511
2023-10-31 01:08:57,a05cdb52ea18,92.0,1.303319801,103.838921976
2023-10-31 00:02:58,9a8160ee21e3,50.0,1.30015249208,103.836789361
2023-10-31 14:06:01,526864ebe437,66.0,1.30502160082,103.834234858
2023-10-31 01:05:02,e0624efa8034,89.0,1.30769400323,103.833665399
2023-10-31 13:07:04,0b985f7f4de2,47.0,1.30101892419,103.838261099
2023-10-31 12:08:06,b20dacc46430,99.0,1.30775902209,103.831192023
2023-10-31 02:04:02,fef0563af1aa,76.0,1.30464445526,103.83099825
2023-10-31 07:01:59,caa259c0cb63,57.0,1.30873530443,103.836538329
2023-10-31 14:03:59,e7d72a0f59e2,14.0,1.30078963764,103.837400492
2023-10-31 06:05:58,6fb3a49cdf7f,44.0,1.30410730774,103.830476823
2023-10-31 01:07:04,b978d8cd1567,100.0,1.30696111907,103.834948141
2023-10-31 14:11:06,428e074b8134,99.0,1.30172714895,103.831253517
2023-10-31 02:07:59,2729725809a8,16.0,1.30278701878,103.830235226
2023-10-31 03:09:57,478e3b836dd1,1.0,1.30783893488,103.831814497
2023-10-31 13:03:58,f8a41da8c021,13.0,1.30074804802,103.833507313
2023-10-31 08:02:02,43e1b0648d9e,40.0,1.300636552,103.837440128
2023-10-31 06:09:57,d9808d102c90,14.0,1.30178007299,103.834295156
2023-10-31 12:11:05,cd134939893d,60.0,1.30592059201,103.830682151
2023-10-31 13:02:57,a84ca0f07583,36.0,1.30431605162,103.839511654
2023-10-31 07:09:58,7ac02716c263,45.0,1.30359120978,103.838413499
2023-10-31 07:07:59,59cfbb38d045,12.0,1.30387939507,103.830860623
2023-10-31 01:07:59,37d928c6b713,83.0,1.3017705441,103.835177207
2023-10-31 07:07:05,30a0028eedb4,67.0,1.30196164224,103.831862859
2023-10-31 04:04:06,d163a234959f,80.0,1.30166721508,103.830237654
2023-10-31 01:06:57,1b2062058b85,3.0,1.30674412189,103.833587959
2023-10-31 14:10:01,b805b4776538,73.0,1.30831718261,103.83432334
2023-10-31 14:11:00,1331bfafbcb5,68.0,1.30227354266,103.836684735
2023-10-31 07:11:04,c3f4ee35058d,84.0,1.30316488767,103.835657844
2023-10-31 00:03:03,a35ea609e4d3,95.0,1.30511448179,103.837432168
2023-10-31 03:04:02,9f719bf67267,62.0,1.30971493013,103.831798437
2023-10-31 04:11:06,f17d88ae1f38,53.0,1.30363234598,103.836213727
2023-10-30 23:09:57,9456d26f2412,85.0,1.307597548,103.834687789
2023-10-31 07:02:04,d914140e39fa,100.0,1.30418875971,103.830880079
2023-10-31 05:07:06,20ef6e969df4,33.0,1.3083213622,103.839518553
2023-10-31 02:07:03,4ebfdd83b80a,99.0,1.30292451646,103.831923937
2023-10-31 06:07:00,e099b8ca7b67,55.0,1.30301965963,103.837891406
2023-10-31 08:04:06,ed1a7a2c4290,100.0,1.30067900727,103.830373856
2023-10-31 04:01:57,acb11c5f16bc,67.0,1.30463711606,103.833161318
2023-10-31 08:07:59,afac1f90dcfc,6.0,1.30101410226,103.831784606
2023-10-31 00:05:04,5abdb23c1b9b,10.0,1.30523963538,103.837126141
2023-10-31 05:01:59,afe246983731,65.0,1.30614946174,103.839174568
2023-10-31 06:06:59,e14e4fe2a76a,37.0,1.3034603426,103.838141883
2023-10-31 08:06:59,7a7974f732bf,88.0,1.30848092961,103.830227714
2023-10-31 01:11:02,b178f835e31f,3.0,1.30169160562,103.839011928
2023-10-31 12:06:59,190ca0a67b2d,95.0,1.30217616307,103.831857247
2023-10-31 04:09:06,c20808e5193b,64.0,1.30735830719,103.838295506
2023-10-30 23:11:02,96733f06e9d0,97.0,1.30830544911,103.832485201
2023-10-31 13:02:00,a5bbbc4cddfc,17.0,1.30547116314,103.839428781
2023-10-31 03:06:06,9c7549b8314b,56.0,1.30511369931,103.836184647
2023-10-31 14:11:04,11cd5b8b73f3,71.0,1.30361152331,103.839539311
2023-10-31 12:04:04,98b723f143db,86.0,1.3042354791,103.839397592
2023-10-31 08:03:01,482378aa1ddc,95.0,1.30782562227,103.834913843
2023-10-31 11:04:01,6a473d115e32,58.0,1.30345718078,103.833527641
2023-10-31 02:05:00,411a796a919f,92.0,1.30298189695,103.830258838
2023-10-31 08:03:58,f5d1b5919e47,12.0,1.30204991467,103.83665345
2023-10-31 02:08:04,25617bbabbd4,96.0,1.3062862837,103.835707203
2023-10-31 13:03:05,36119cda92e8,5.0,1.30465328282,103.832783025
2023-10-31 03:08:58,cfacd0e1a00d,47.0,1.30905924873,103.836221819
2023-10-31 09:10:57,486d5b1d79b3,15.0,1.3036316367,103.836060519
2023-10-31 01:10:57,788d4e7ee991,72.0,1.30933447443,103.835116739
2023-10-31 14:04:06,e84860beadc2,61.0,1.30372346351,103.834209614
2023-10-31 07:08:04,049e389f517b,13.0,1.30448502691,103.832164577
2023-10-31 11:08:02,a0db70b3c003,76.0,1.30547778812,103.838221823
2023-10-31 08:07:04,6457a766d505,54.0,1.30634062995,103.838488325
2023-10-31 07:03:04,c30eb2f6878f,37.0,1.30053500922,103.837278355
2023-10-31 09:07:57,9da7554bf103,41.0,1.30816258548,103.832141839
2023-10-30 23:11:03,b1d195e8b088,90.0,1.30510856901,103.839050006
2023-10-31 07:09:00,69036c53b041,94.0,1.30918246519,103.838290585
2023-10-31 13:03:05,4883eb30c87a,43.0,1.30841905407,103.838483771
2023-10-31 09:02:01,8d0214c99a7f,93.0,1.30065662675,103.834364548
2023-10-31 02:03:57,d7c496b673e0,36.0,1.30981795632,103.83896318
2023-10-31 13:03:02,57441034dc96,86.0,1.30640866411,103.838396102
2023-10-31 00:10:00,1a324bca7dab,11.0,1.30436120707,103.834316399
2023-10-31 10:09:05,ca66c4e97dee,30.0,1.3047084992,103.83247583
2023-10-31 11:05:04,05ac65a8fb0b,88.0,1.30208543817,103.836198667
2023-10-31 05:07:58,db59dd2328ce,65.0,1.30249040854,103.835551189
2023-10-31 01:09:59,5b6db2d43962,87.0,1.3074586147,103.832840661
2023-10-31 07:05:58,232084436a7e,86.0,1.30708975973,103.834077235
2023-10-31 14:07:00,45d844726deb,26.0,1.30296410266,103.830099666
2023-10-31 08:03:04,cf2e9b560071,51.0,1.303468662,103.831115142
2023-10-31 08:08:04,e4b49bd0c9bb,53.0,1.30437180979,103.834489668
2023-10-31 07:10:04,6c3231372486,76.0,1.30575306688,103.834002919
2023-10-31 06:03:57,7b9b0a841758,57.0,1.30754330106,103.83450989
2023-10-31 10:04:58,19df33d00b93,60.0,1.30411372143,103.832688041
2023-10-31 00:05:01,a8cdb09783b2,86.0,1.3008763558,103.831076951
2023-10-31 02:04:58,3aee7ac20817,60.0,1.30923038414,103.837888721
2023-10-31 03:02:03,3c25574e03a6,75.0,1.30275925079,103.831824002
2023-10-30 23:07:00,9812ff5bf69d,72.0,1.30594136993,103.836060013
2023-10-31 11:05:57,63ba282fca25,32.0,1.30031791329,103.839074913
2023-10-31 01:01:59,33baed0dad50,20.0,1.30057181163,103.832042516
2023-10-31 09:09:57,356aeed91b21,18.0,3.13585856314,101.600760296
2023-10-31 02:06:02,ff10ecf0ce5a,48.0,3.13959904091,101.601759204
2023-10-31 09:08:58,e5a7fc1fb337,65.0,3.13824599113,101.60947317
2023-10-31 13:05:02,8d780a857283,5.0,3.13540821684,101.600177887
2023-10-31 12:10:05,7ad89e20d680,23.0,3.13993519956,101.603635455
2023-10-31 10:10:01,9b2fd9c8ef40,64.0,3.13895543729,101.601804216
2023-10-31 01:03:03,a6eb0906f79e,81.0,3.13997970821,101.609084545
2023-10-31 08:07:58,bf3b1512e30f,43.0,3.13604742308,101.607625187
2023-10-31 10:07:00,0340cf265b92,8.0,3.1345930062,101.607808333
2023-10-31 01:02:00,42b90ec5f7b4,27.0,3.13841447702,101.606674734
2023-10-31 00:05:02,29618c45976d,76.0,3.13935393271,101.602745903
2023-10-31 02:06:57,9b6b69dded32,64.0,3.13554000994,101.605425335
2023-10-31 04:08:02,8c00157bf3c2,100.0,3.13152215727,101.606420847
2023-10-31 00:06:59,d1b5ac7e0a08,12.0,3.1365962976,101.609044925
2023-10-31 00:09:03,0b4cf0b1eecf,54.0,3.13819590618,101.604653058
2023-10-31 00:10:59,fbf8e3531987,35.0,3.13075867134,101.604114136
2023-10-31 09:01:59,e47317b2b9ae,15.0,3.13737955968,101.606147866
2023-10-31 05:09:58,1a642d8604d5,23.0,3.13240904955,101.607822802
2023-10-31 02:07:04,3fdf1a5aef07,8.0,3.1332492259,101.609627977
